52 23
169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169
169	191	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	-1	112	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	192	169	169	169	169	169	169
169	169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	113	-1	169	169	169	169	191	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169
169	169	191	217	217	217	217	164	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	92	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	140	-1	-1	-1	169	169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	-1	169	191	169
169	169	-1	217	217	217	164	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	162	163	217	158	217	217	-1	169	169	-1	218	218	218	156	217	-1	218	218	218	218	140	-1	-1	169
169	169	-1	217	217	217	182	-1	-1	-1	-1	-1	-1	-1	39	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	180	181	217	176	217	217	217	-1	169	-1	218	193	218	218	218	218	218	218	151	218	158	217	217	-1
169	169	-1	217	217	217	200	201	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	198	199	217	217	217	217	217	217	169	-1	218	218	218	218	218	218	193	218	218	218	176	217	217	-1
169	169	-1	217	217	217	217	219	-1	95	94	-1	-1	-1	-1	-1	-1	-1	110	110	110	111	-1	-1	-1	-1	-1	39	216	217	217	217	217	217	217	217	169	-1	218	218	218	218	218	218	218	218	218	218	218	217	217	-1
169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	114	115	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	-1	-1	-1	169
169	169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	191	169	169	-1	132	133	-1	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169
169	169	169	169	169	169	192	169	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	-1	132	133	-1	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	132	133	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	192	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	132	133	-1	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	132	133	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	132	133	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	132	133	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169
