40 25
101	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	101
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	7	8	9	10	-1	-1	8	9	10	11	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	24	25	26	27	28	29	-1	26	27	28	29	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	217	217	193	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	41	42	43	44	45	46	47	-1	44	45	46	47	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	198	199	217	217	217	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	59	60	61	62	63	64	65	-1	62	63	64	65	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	217	217	217	217	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	79	80	81	-1	-1	-1	80	81	128	129	130	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	217	217	193	217	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	97	98	99	-1	-1	-1	98	99	146	147	148	-1	93	153	-1	-1	-1	-1	-1	-1	-1	39	198	199	217	217	217	217	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	-1	-1	198	-1	-1	-1	-1	-1	169	169	169	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	-1	-1	216	-1	-1	-1	-1	-1	191	169	169	-1
57	58	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	169	-1	-1	198	199	217	-1	-1	-1	-1	168	169	191	-1
75	76	39	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	-1	198	199	218	217	217	217	217	217	-1	169	169	-1
-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	169	169	169	169	192	169	169	-1	199	218	218	217	217	217	193	218	-1	169	169	-1
169	169	169	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	-1	218	218	217	217	218	217	218	218	169	169	169	-1
169	169	169	-1	-1	-1	-1	-1	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	169	191	169	169	-1	217	164	165	117	117	163	218	218	169	169	169	-1
169	169	169	-1	-1	-1	-1	-1	169	169	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	-1	164	165	-1	-1	-1	181	218	218	-1	169	169	-1
169	191	169	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	218	218	-1	169	169	-1
169	169	169	-1	-1	-1	-1	-1	169	169	191	169	169	169	169	169	169	-1	204	172	173	208	174	204	164	165	-1	-1	-1	-1	-1	-1	-1	162	163	218	-1	169	169	-1
169	169	169	-1	-1	-1	-1	-1	169	169	169	169	169	169	169	169	169	-1	187	172	190	174	204	204	182	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	217	-1	169	169	-1
191	169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	172	190	190	187	187	164	165	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	193	-1	169	169	-1
169	169	169	-1	-1	-1	-1	181	217	151	190	174	217	158	174	204	151	204	172	227	190	225	151	182	183	-1	-1	-1	-1	-1	-1	-1	-1	-1	181	217	-1	169	169	-1
169	169	-1	-1	-1	-1	-1	181	217	172	190	174	217	176	204	204	204	220	221	208	223	224	225	200	201	-1	-1	-1	-1	-1	-1	-1	-1	198	199	217	-1	169	191	-1
169	169	-1	-1	-1	-1	-1	181	217	172	190	217	217	204	204	204	204	238	239	226	241	242	243	218	219	-1	-1	-1	-1	-1	95	94	198	216	217	217	169	169	169	-1
169	169	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	169	169	169	-1
169	169	169	-1	-1	-1	-1	-1	169	169	169	169	191	169	169	169	169	169	169	169	169	169	169	169	169	-1	114	115	114	115	-1	169	169	169	169	169	169	191	169	-1
169	169	169	-1	-1	-1	-1	-1	169	191	169	169	169	169	169	169	169	169	169	169	169	191	169	169	169	-1	132	133	132	133	-1	169	169	169	169	169	169	169	169	101
